Removed Pin From Net: NetName=+3.3 Pin=C11-2
Removed Pin From Net: NetName=+12 Pin=D1-A
Removed Pin From Net: NetName=NetC4_2 Pin=D1-C
Removed Pin From Net: NetName=+12 Pin=D2-A
Removed Pin From Net: NetName=NetC1_2 Pin=D2-C
Removed Pin From Net: NetName=OUT1 Pin=D3-A
Removed Pin From Net: NetName=+12 Pin=D3-C
Removed Pin From Net: NetName=OUT2 Pin=D4-A
Removed Pin From Net: NetName=+12 Pin=D4-C
Removed Pin From Net: NetName=+5 Pin=D5-1
Removed Pin From Net: NetName=NetC7_2 Pin=D5-2
Removed Pin From Net: NetName=GND Pin=D7-A
Removed Pin From Net: NetName=OUT1 Pin=D7-C
Removed Pin From Net: NetName=GND Pin=D8-A
Removed Pin From Net: NetName=OUT2 Pin=D8-C
Removed Member From Class: ClassName=Power Member=D5
Removed Member From Class: ClassName=H_Bridge_Mosate Member=D8
Change Component Footprint: Designator=C10 Old Footprint=CAP 0603_1608 New Footprint=CAP 0805_2012
Change Component Footprint: Designator=C3 Old Footprint=CAP ALSMD 4.3MM H5.4MM New Footprint=tu nhom 4 (b)
Change Component Footprint: Designator=C5 Old Footprint=CAP ALSMD 4.3MM H5.4MM New Footprint=tu nhom 4 (b)
Change Component Footprint: Designator=C2 Old Footprint=CAP ALSMD 8.3MM H10.5MM New Footprint=tu nhom 8 (f)
Change Component Footprint: Designator=D1 Old Footprint=DIOM7959X265N New Footprint=SOD-123
Change Component Footprint: Designator=D2 Old Footprint=DIOM7959X265N New Footprint=SOD-123
Change Component Footprint: Designator=D3 Old Footprint=DIOM7959X265N New Footprint=SOD-123
Change Component Footprint: Designator=D4 Old Footprint=DIOM7959X265N New Footprint=SOD-123
Change Component Footprint: Designator=D7 Old Footprint=DIOM7959X265N New Footprint=SOD-123
Change Component Footprint: Designator=D8 Old Footprint=DIOM7959X265N New Footprint=SOD-123
Change Component Footprint: Designator=D5 Old Footprint=SOD323 New Footprint=SOD-123
Change Component Comment : Designator=C11 Old Comment=1 µF New Comment=0.1µF
Change Component Comment : Designator=C10 Old Comment=1 µF New Comment=10 µF
Change Component Comment : Designator=C3 Old Comment=4.7 µF New Comment=4.7uF
Change Component Comment : Designator=C5 Old Comment=4.7 µF New Comment=4.7uF
Change Component Comment : Designator=C2 Old Comment=220 µF New Comment=220uF
Change Component Comment : Designator=D5 Old Comment=BAT165E6327HTSA1 New Comment=1N5819HW-7-F
Change Component Comment : Designator=D1 Old Comment=SS34 New Comment=1N5819HW-7-F
Change Component Comment : Designator=D2 Old Comment=SS34 New Comment=1N5819HW-7-F
Change Component Comment : Designator=D3 Old Comment=SS34 New Comment=1N5819HW-7-F
Change Component Comment : Designator=D4 Old Comment=SS34 New Comment=1N5819HW-7-F
Change Component Comment : Designator=D7 Old Comment=SS34 New Comment=1N5819HW-7-F
Change Component Comment : Designator=D8 Old Comment=SS34 New Comment=1N5819HW-7-F
Change component parameters: Designator = "D5" ("D5"); Footprint = "SOD323"; UniqueID = "\UHJVBRAO" ("\UHJVBRAO")
Change component parameters (AddParameter): Name = "Capacitance @ Vr, F"; Value = "60pF @ 4V, 1MHz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.diodes.com/assets/Datasheets/ds30217.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/diodes-incorporated/1N5819HW-7-F/814970"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current - Average Rectified (Io)"; Value = "1A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current - Reverse Leakage @ Vr"; Value = "1 mA @ 40 V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Diode Type"; Value = "Schottky"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LastUpdated"; Value = "6/3/2024 7:54:46 PM"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Diodes Incorporated"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature - Junction"; Value = "-65°C ~ 125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "SOD-123"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "1N5819HW-7-F"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartId"; Value = "2212"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Price"; Value = "0.05"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Series"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Speed"; Value = "Fast Recovery =< 500ns, > 200mA (Io)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Device Package"; Value = "SOD-123"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "1N5819HW-FDICT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - DC Reverse (Vr) (Max)"; Value = "40 V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - Forward (Vf) (Max) @ If"; Value = "450 mV @ 1 A"; VariantName = "[No Variations]"
Change component parameters: Designator = "C11" ("C11"); Footprint = "CAP 0603_1608"; UniqueID = "\NXXEEUEL" ("\NXXEEUEL")
Change component parameters (AddParameter): Name = "Applications"; Value = "Automotive"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink1url"; Value = "http://datasheets.avx.com/AutoMLCC.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink2url"; Value = "http://digikey.com/product-detail/en/avx-corporation/0603YC104K4T4A/478-9382-1-ND/4901449"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Package"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "lastupdated"; Value = "9/2/2020 1:03:04 AM"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "manufacturer"; Value = "AVX Corporation"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "0603YC104K4T4A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "partid"; Value = "17140"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "price"; Value = "0.02"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "series"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Size / Dimension"; Value = "0.063" L x 0.032" W (1.60mm x 0.81mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "478-9382-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Thickness (Max)"; Value = "0.035" (0.90mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "0.1µF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - Rated"; Value = "16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C10" ("C10"); Footprint = "CAP 0603_1608"; UniqueID = "\JKUWLDKA" ("\JKUWLDKA")
Change component parameters (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "10 µF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink1url"; Value = "https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink2url"; Value = "https://www.digikey.com/en/products/detail/tdk-corporation/C2012X6S1C106K125AC/2733046"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Package"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "Low ESL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "lastupdated"; Value = "2/9/2024 8:16:08 PM"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "manufacturer"; Value = "TDK Corporation"; VariantName = "[No Variations]"
