Removed Pin From Net: NetName=GND Pin=C6-1
Removed Pin From Net: NetName=+5 Pin=C7-1
Removed Pin From Net: NetName=GND Pin=C7-2
Removed Pin From Net: NetName=+12 Pin=C8-1
Removed Pin From Net: NetName=GND Pin=C8-2
Removed Pin From Net: NetName=GND Pin=C10-1
Removed Pin From Net: NetName=GND Pin=C11-1
Removed Pin From Net: NetName=+3.3 Pin=C11-2
Removed Pin From Net: NetName=GND Pin=D5-A
Removed Pin From Net: NetName=GND Pin=D6-2
Removed Pin From Net: NetName=+12 Pin=D9-A
Removed Pin From Net: NetName=GND Pin=D13-2
Removed Pin From Net: NetName=+3.3 Pin=R17-2
Removed Pin From Net: NetName=GND Pin=U3-1
Removed Pin From Net: NetName=+3.3 Pin=U3-2
Removed Pin From Net: NetName=+5 Pin=U3-3
Removed Pin From Net: NetName=+3.3 Pin=U3-4
Removed Pin From Net: NetName=GND Pin=VR1-3
Removed Pin From Net: NetName=+5 Pin=VR1-4
Removed Pin From Net: NetName=GND Pin=VR1-5
Removed Pin From Net: NetName=GND Pin=VR1-6
Removed Member From Class: ClassName=Power Member=D13
Removed Member From Class: ClassName=Power Member=R17
Removed Member From Class: ClassName=Power Member=VR1
Change Component Footprint: Designator=C9 Old Footprint=CAP 0603_1608 New Footprint=CAP 0805_2012
Change Component Footprint: Designator=C7 Old Footprint=CAP ALSMD 8.3MM H10.5MM New Footprint=CAP 0603_1608
Change Component Footprint: Designator=C8 Old Footprint=CAP ALSMD 8.3MM H10.5MM New Footprint=CAP 0805_2012
Change Component Footprint: Designator=D5 Old Footprint=DIOM7959X265N New Footprint=SOD323
Change Component Footprint: Designator=D9 Old Footprint=DIOM7959X265N New Footprint=SOD323
Change Component Footprint: Designator=D6 Old Footprint=LED 0402_1005 GREEN New Footprint=DIOM7959X265N
Change Component Footprint: Designator=U3 Old Footprint=SOT229P700X180-4N New Footprint=SOT95P285X100-6N
Change Component Footprint: Designator=L1 Old Footprint=WURTH WE-PD 1210 New Footprint=TDK SLF7032
Change Component Comment : Designator=C10 Old Comment=4.7 µF New Comment=10000 pF
Change Component Comment : Designator=C9 Old Comment=10 µF New Comment=22 µF
Change Component Comment : Designator=C6 Old Comment=10 µF New Comment=10000 pF
Change Component Comment : Designator=C11 Old Comment=10 µF New Comment=10000 pF
Change Component Comment : Designator=L1 Old Comment=68 µH New Comment=10µH
Change Component Comment : Designator=C8 Old Comment=220 µF New Comment=10 µF
Change Component Comment : Designator=C7 Old Comment=220 µF New Comment=10000 pF
Change Component Comment : Designator=R7 Old Comment=470 Ohms New Comment=52.3 kOhms
Change Component Comment : Designator=U3 Old Comment=AMS1117 - 3.3V New Comment=LM2734YMK
Change Component Comment : Designator=D6 Old Comment=Green New Comment=SS34
Change Component Comment : Designator=D5 Old Comment=SS34 New Comment=BAT165E6327HTSA1
Change Component Comment : Designator=D9 Old Comment=SS34 New Comment=BAT165E6327HTSA1
Change component parameters: Designator = "U3" ("U3"); Footprint = "SOT229P700X180-4N"; UniqueID = "\MIKVKULS" ("\MIKVKULS")
Change component parameters (AddParameter): Name = "Availability"; Value = "Unavailable"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "LM2734YMK"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "SOT-23 Texas Instruments"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Price"; Value = "None"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SnapEDA_Link"; Value = "https://www.snapeda.com/parts/LM2734YMK/Texas%20Instruments/view-part/105783/?ref=snap"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "R7" ("R7"); Footprint = "RES 0603_1608"; UniqueID = "\TVPQAJHR" ("\TVPQAJHR")
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/panasonic-electronic-components/ERA-3AEB5232V/2026903"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Composition"; Value = "Thin Film"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Package"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "Automotive AEC-Q200"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height - Seated (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LastUpdated"; Value = "2/9/2024 8:42:09 PM"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Panasonic Electronic Components"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 155°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "ERA-3AEB5232V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartId"; Value = "24659"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power (Watts)"; Value = "0.1W, 1/10W"; VariantName = "[No Variations]"
